user_id,query,domain,description,engine,position,emails,phones,dateOfSearch
1,изготовитель этикетка,https://etiketki.by,Собственное производство самоклеящихся этикеток. Продажа оборудования для печати и считывания штрих-кодов. Самые низкие цены в Минске у компании Мир ...,google,999,"['3455ffeaa51d45e1814ac3e07c1ce079@prom-errors.evo.run', 'mir@etiketki.by', 'support@deal.by']","['+375173755501', '+375173889484', '+375291014477', '+375293755501', '+375293755502', '+375294911911']",04-09-2025 10:30:13
1,изготовитель этикетка,https://etiketka-minsk.by,"... бренда. Тиснение может осуществляться как по бумажными самоклеющимся этикеткам, так и по прозрачной плёнке. Так как мы предприятие-изготовитель, то этикетка ...",google,999,['etiketka.2008@mail.ru'],"['+375172014785', '+375296504906']",04-09-2025 10:30:13
1,изготовитель этикетка,https://www.uniflex.by,Изменения в экономике и информационных технологиях заставляют компании концентрироваться на потребителе – сегодня в условиях серьезной конкуренции выиграет ...,google,999,['info@uniflex.by'],['+375175003900'],04-09-2025 10:30:13
1,изготовитель этикетка,https://labelbel.by,Самоклеющаяся этикетка и этикетка с препринтом (Производство РБ). В наличии. Код: VIAL1170. Розница. 2 руб.,google,999,"['3455ffeaa51d45e1814ac3e07c1ce079@prom-errors.evo.run', 'labelbel.info@gmail.com', 'labelbelbb@mail.ru', 'support@deal.by']","['+375172820311', '+375173889484', '+375293117776', '+375293807776', '+375294911911']",04-09-2025 10:30:13
1,изготовитель этикетка,https://purepak.by,"Mar 20, 2025 ... Современные производители уделяют особое внимание дизайну и удобству упаковки, так как именно внешний вид продукта влияет на выбор потребителя.",google,999,['info@purepak.by'],"['+375225720070', '+375225720071', '+375296262050']",04-09-2025 10:30:13
1,изготовитель этикетка,https://www.vlgroup.by,"Изготовление наклеек и этикеток на заказ малыми, средними и промышленными тиражами. Заказать этикетки или наклейки от дизайна и подготовки макета печати, до ...",google,999,['vlgroup@yandex.ru'],[],04-09-2025 10:30:13
1,изготовитель этикетка,https://fabrika-bp.by,"Частное предприятие «Фабрика Бизнес Печати» предлагает широкий ассортимент полиграфической, рекламной продукции и услуг, услуги по разработке дизайн-макета.",google,999,"['3455ffeaa51d45e1814ac3e07c1ce079@prom-errors.evo.run', 'fabrika_bp@mail.ru', 'support@deal.by']","['+375173889484', '+375232530007', '+375294911911', '+375297458906', '+375297800048', '+375445300903']",04-09-2025 10:30:13
1,изготовитель этикетка,https://upakovki.by,"Самоклеящиеся этикетки используют производители, компании, поставщики, маркетплейсы для описания товаров. Стикеры с клеевой основой наносят на продукцию ...",google,999,['lebras@tut.by'],"['+375296426963', '+375296977375']",04-09-2025 10:30:13
1,изготовитель этикетка,https://fidea.by,О компании · Продукция · Самоклеящиеся этикетки в рулонах · Самоклеящиеся этикетки производства ООО «Фидэя» · Самоклеящиеся этикетки — термоэтикетки ...,google,999,['fidea.marketing@gmail.com'],[],04-09-2025 10:30:13
1,изготовитель этикетка,https://flex-n-roll.com,Заказать термоусадочную этикетку можно по телефонам +375 29 669 93 55 и +375 44 721 23 36. Пишите: kraskevich@flex-n-roll.ru.,google,999,"['akatov@flex-n-roll.com', 'hr@flex-n-roll.com', 'kostyukhina@flex-n-roll.com', 'kraskevich@flex-n-roll.com', 'kurguzov@flex-n-roll.com', 'label@flex-n-roll.com', 'mezrin@flex-n-roll.com', 'poleh@flex-n-roll.com', 'sales@flex-n-roll.com', 't.poleh@flex-n-roll.com', 'velisevich@flex-n-roll.com']","['+375175910316', '+375291010973', '+375291766766', '+375293891446', '+375293892589', '+375295817734', '+375296012148', '+375296327848', '+375296329697', '+375296631287', '+375296670940', '+375296699355', '+375296756642', '+375297519200', '+375298866066', '+375447212336', '+375447277038', '+375447277155', '+375447277209', '+375447277216', '+375447277302', '+74951203211', '+74953207387', '+79152785110', '+79153535300', '+79168617821', '+79251930161', '+79259245293']",04-09-2025 10:30:13
