user_id,query,domain,description,engine,emails,phones,dateOfSearch
1,carton producer,https://powerdown220.co.uk,"We have recently completed an installation at Brother Industries, based in Wrexham. After undertaking a survey to understand the maximum.",google,['info@powerdown220.com'],['+441625469011'],30-08-2025 17:23:10
1,carton producer,https://tileyardeducation.co.uk,"We caught up with online MA Commercial Music Production student Sarah Carton, an award-winning singer, songwriter, music producer and theatre maker as she ...",google,['info@tileyardeducation.co.uk'],[],30-08-2025 17:23:10
1,carton producer,https://thepackhub.com,"Charles Beaudouin, a Champagne producer in France's Marne region, has introduced an innovative refill & reuse packaging scheme for his shipping cartons, aiming ...",google,['paul.jenkins@thepackhub.com'],['+441189639990'],30-08-2025 17:23:10
1,carton producer,https://geoexporting.com,"This type of carton takes all orange sizes. Besides that, Egyptian Oranges can be stored for up to six months. Additionally, our branded carton dimensions are ...",google,"['finance@geoexporting.com', 'hr@geoexporting.com', 'info@geoexporting.com', 'sales@geoexporting.com']","['+201112456632', '+2035864507']",30-08-2025 17:23:10
1,carton producer,https://www.weber-marking.com,"Dec 13, 2019 ... Egg grade (AA, A, B) Inkjet printer coding on egg cartons; Egg size (S-XL); Number of eggs; Name and address of the producer, packager or ...",google,['info@weber-marking.com'],['+49222477080'],30-08-2025 17:23:10
1,carton producer,https://www.manrolandsheetfed.com,"May 11, 2020 ... Mayr-Melnhof Packaging, a leading manufacturer of folding cartons in Europe, and one of the largest carton producers in the world, has ...",google,"['asalanazi@alkhorayef.com', 'd.kaplan@vipsystems.de', 'guym@getter.co.il', 'hoangngocson@ppmc.com.vn', 'info-bey@dynagraph.net', 'info-jo@dynagraph.net', 'info-kwt@dynagraph.net', 'info-sy@dynagraph.net', 'info.ar@manrolandsheetfed.com', 'info.au@manrolandgoss.com', 'info.be@manrolandsheetfed.com', 'info.bg@manrolandsheetfed.com', 'info.br@manrolandsheetfed.com', 'info.ca@manrolandsheetfed.com', 'info.cl@manrolandsheetfed.com', 'info.cn@manrolandsheetfed.com', 'info.cz@manrolandsheetfed.com', 'info.de@manrolandsheetfed.com', 'info.dk@manrolandsheetfed.com', 'info.es@manrolandsheetfed.com', 'info.fi@manrolandsheetfed.com', 'info.fr@manrolandsheetfed.com', 'info.gb@manrolandsheetfed.com', 'info.hr@manrolandsheetfed.com', 'info.hu@manrolandsheetfed.com', 'info.id@manrolandsheetfed.com', 'info.ie@manrolandsheetfed.com', 'info.in@manrolandsheetfed.com', 'info.it@manrolandsheetfed.com', 'info.jp@manrolandsheetfed.com', 'info.kr@manrolandsheetfed.com', 'info.mx@manrolandsheetfed.com', 'info.my@manrolandsheetfed.com', 'info.nl@manrolandsheetfed.com', 'info.pe@manrolandsheetfed.com', 'info.pl@manrolandsheetfed.com', 'info.pt@manrolandsheetfed.com', 'info.ro@manrolandsheetfed.com', 'info.rs@manrolandsheetfed.com', 'info.sa@manrolandsheetfed.com', 'info.se@manrolandsheetfed.com', 'info.sg@manrolandsheetfed.com', 'info.si@manrolandsheetfed.com', 'info.th@manrolandsheetfed.com', 'info.tw@manrolandsheetfed.com', 'info.us@manrolandsheetfed.com', 'info@dynagraph.net', 'info@expex.pk', 'info@graphicsystems.gr', 'info@manrolandsheetfed.com', 'info@primegraphics.com.ph', 'ks@grafisk-kompani.no', 'm.onishchenko@machouse.ua', 'mark.hawkey@manroland-web.com', 'mozheiko.irina@gmail.com', 'sedar.tokel@pasifiktrading.com.tr', 'tj@vipsystems.de']","['+27213850500', '+302109221039', '+31783030370', '+3224568500', '+33149384000', '+34913292244', '+351214879540', '+35318321355', '+358972566500', '+35929559461', '+3613260907', '+375172170054', '+380444619175', '+38513370557', '+3902213071', '+40212420098', '+420272011831', '+442086487090', '+4652089300', '+4797035855', '+496983050', '+496983051730', '+497116017890', '+5116373260', '+541145178807', '+551149039200', '+56223354272', '+60355183899', '+61296457900', '+622179199818', '+63287131837', '+6421669208', '+6625138629', '+815020187305', '+8227775271', '+85228973398', '+861065542856', '+862081363074', '+862136363000', '+8675588866767', '+886282262068', '+902124327777', '+911145577393', '+923234922559', '+9615954001', '+96265685538', '+96524811414', '+966114786161', '+97143477724', '+97235766770', '+97440329138']",30-08-2025 17:23:10
1,carton producer,https://www.hazel4d.com,Carton Machinery · Semi-Automatic Carton Sealers · Automatic Carton Sealers · Carton Erectors · Conveyors & Accessories · Packing Equipment · Packing Benches ...,google,['wecare@hazel4d.com'],['+441132426999'],30-08-2025 17:23:10
1,carton producer,https://erpak.org,"ERPAK CJSC is the largest paper and cardboard producer in the North Caucasus Federal District, the only company in the region that recycles waste paper.",google,['zaoerpak@mail.ru'],"['+441163463426', '+78663541110', '+79999999999']",30-08-2025 17:23:10
1,carton producer,https://www.pwrpack.com,A new solution was used by an International Pet Food producer to handle carton loading of their food pouches more efficiently. Find out more here.,google,['info@pwrpack.com'],['+31318519757'],30-08-2025 17:23:10
1,carton producer,https://printbusiness.co.uk,"Jun 27, 2022 ... ... producers of whisky packaging as Diageo begins a shift away from printed cartons. Drinks giant Diageo is to cut use of carton board in ...",google,['general@printbusiness.co.uk'],['+441580236456'],30-08-2025 17:23:10
1,carton producer,https://www.wordplaymagazine.com,"Oct 20, 2022 ... London electronic singer, songwriter and producer Sarah Carton releases her debut EP 'Raw', out now. Having already cultivated a strong ...",google,['info@wordplaymagazine.com'],[],30-08-2025 17:23:10
1,carton producer,https://www.ace-uk.co.uk,"Liquid cartons will be collected alongside plastic and other dry-recyclable materials. Extended producer responsibility. From April 2025, all UK packaging ...",google,['aceuk@instinctif.com'],[],30-08-2025 17:23:10
