user_id,query,domain,description,engine,position,emails,phones,dateOfSearch
3,этикетка купить,https://vial.by,Самоклеящаяся этикетка 30x20/40-2000 Т.Эко ... 6.43 руб. В корзину. Самоклеящаяся этикетка 58x60/40-400 Т.Эко · Самоклеящаяся этикетка 58x60/40 ...,google,999,"['brest@vial.by', 'ecr@ecr.by', 'gomel@vial.by', 'grodno@vial.by', 'info@vial.by', 'mogilev@vial.by', 'vitebsk@vial.by']","['+375152603000', '+375162230888', '+375173880134', '+375212609609', '+375222733337', '+375232340000', '+375293810134', '+375295105555', '+375295555439', '+375295755557', '+375298888325', '+375333333016', '+375333333350', '+375333333358']",11-09-2025 22:44:34
3,этикетка купить,https://shop-belblank.by,"В каталоге широкий выбор самоклеящейся бумаги, этикеток и ценников. ✓ для принтеров и копировальных аппаратов ✓ для этикет-пистолетов ✓ для маркировки ...",google,999,"['buy@belblanc.by', 'buy@shop-belblank.by', 'info@shop-belblank.by', 'perv.torg@minsk.gov.by']","['+375172151465', '+375173006722', '+375445550568']",11-09-2025 22:44:34
3,этикетка купить,https://unimark.by,Металлизированные самоклеющиеся этикетки · Белые этикетки из полиэстера · Цветные этикетки из полиэстера · Этикетки с усиленным адгезивом · Высокотемпературные ...,google,999,['info@unimark.by'],"['+375172504545', '+375295583030', '+375445583030']",11-09-2025 22:44:34
3,этикетка купить,https://www.pos.by,"У нас всегда в наличии этикетки самых разных размеров. Самоклеящиеся этикетки подходят для оборудования брендов: TSC, Gainscha, DBS, HPRT, GPrinter, Honeywell, ...",google,999,['info@pos.by'],"['+375172570303', '+375172579199', '+375173881616', '+375296013020', '+375298350295']",11-09-2025 22:44:34
3,этикетка купить,https://labelbel.by,"Кроме того, сегодня также можно купить этикет-ленты в Минске, которые имеют стираемый слой, либо защиту от фальсификации. Показать всё. Этикет-ленты.",google,999,"['3455ffeaa51d45e1814ac3e07c1ce079@prom-errors.evo.run', 'labelbel.info@gmail.com', 'labelbelbb@mail.ru', 'support@deal.by']","['+375172820311', '+375173889484', '+375293117776', '+375293807776', '+375294911911']",11-09-2025 22:44:34
3,этикетка купить,https://etiketki.by,Собственное производство самоклеящихся этикеток. Продажа оборудования для печати и считывания штрих-кодов. Самые низкие цены в Минске у компании Мир ...,google,999,"['3455ffeaa51d45e1814ac3e07c1ce079@prom-errors.evo.run', 'mir@etiketki.by', 'support@deal.by']","['+375173755501', '+375173889484', '+375291014477', '+375293755501', '+375293755502', '+375294911911']",11-09-2025 22:44:34
3,этикетка купить,https://yudway.by,"Стандартными принято считать такие размеры, как: 58*30, 58*40, 58*60, 45*25, 100*80. Такая этикетка из материала термоЭко как правило есть в наличии на складе ...",google,999,"['//office@yudway.by', 'office@yudway.by']","['+375173360464', '+375173360465', '+375296666489', '+375336666492', '+375336666497']",11-09-2025 22:44:34
3,этикетка купить,https://amway-shop.by,"Товары для дома Amway: дозаторы, емкости и этикетки, в интернет-магазине Amway-Shop.by в Беларуси. ✓ Большой ассортимент товаров по низкой цене с ...",google,999,['info@amway-shop.by'],['+375293371121'],11-09-2025 22:44:34
3,этикетка купить,https://www.officeton.by,"Купить Термоэтикетки оптом в интернет-магазине Офистон. Оплата по безналичному расчёту с доставкой по Минску и Минской области — Солигорск, Жодино, Борисов, ...",google,999,['info@officeton.by'],"['+375173885959', '+375333182182', '+375445182182']",11-09-2025 22:44:34
3,этикетка купить,https://belkassa.by,"Этикетка с/к 58*30мм. Самоклеящиеся этикетки из специальной термобумаги, которые поставляются в роликах. Печать осуществляется на термо принтере методом прямого ...",google,999,['belkassa@tut.by'],"['+375173956555', '+375212616555', '+375293536555', '+375296376555', '+375297156555', '+375333435355']",11-09-2025 22:44:34
3,этикетка купить,https://vormatic.by,"Возможности ... Розн. 705 руб. Опт. 639 руб. Итого. 705 руб. ... Защитные антикражные этикетки — противокражные плоские наклейки небольших размеров, выполненные ...",google,999,['sale@vormatic.ru'],['+79601183838'],11-09-2025 22:44:34
