user_id,query,region,domain,description,engine,emails,phones,dateOfSearch
3,купить кальций хлористый пищевой от производителя,149,https://arnella.by,"Хлористый кальций в пищевой промышленности С физиологической точки зрения хлорид кальция очень полезен для человеческого организма. Поскольку в организме человека он распадается на ионы кальция и хлорида, кальций оказывает положительное влияние на нервную систему, мышцы и кости. Кроме того, ионы хлора регулируют pH-баланс крови и помогают контролировать уровень жидкости в организме.",yandex,"['3455ffeaa51d45e1814ac3e07c1ce079@prom-errors.evo.run', 'ecohimpack@mail.ru', 'support@deal.by']","['+375173889484', '+375294911911', '+375298376926']",01-10-2025 00:47:32
3,купить кальций хлористый пищевой от производителя,149,https://sirodelie.by,"Хлористый кальций (или хлорид кальция) применяется в сыроделии для лучшего образования молочного сгустка и увеличения выхода готового продукта ― улучшает консистенцию и свёртываемость молока, а также обогащает его кальцием.",yandex,"['sirodelie-by@hotmail.com', 'sirodelieby@yandex.by']","['+375295739132', '+375336371584', '+375447739727']",01-10-2025 00:47:32
3,купить кальций хлористый пищевой от производителя,149,https://kastmiron.by,"Применение пищевого хлористого кальция: Пищевой хлористый кальций (Е509) – это пищевая добавка, используемая в качестве регулятора кислотности, стабилизатора и загустителя.",yandex,['info@kastmiron.by'],"['+375291244478', '+375296028656']",01-10-2025 00:47:32
3,купить кальций хлористый пищевой от производителя,149,https://atomsm.by,"Кальций хлористый пищевой - это продукт, который используется в пищевой промышленности для консервирования и улучшения вкусовых качеств продуктов.",yandex,['sales@atomsm.by'],['+375447831010'],01-10-2025 00:47:32
3,купить кальций хлористый пищевой от производителя,149,https://bvbalyans.by,Кальций хлористый пищевой - разновидность соли кальция в виде порошка.,yandex,"['info@bvbalyans.by', 'msk@bvb-alyans.ru', 'suply@bvb-alyans.ru']","['+375173368520', '+74994902031']",01-10-2025 00:47:32
3,купить кальций хлористый пищевой от производителя,149,https://katelon.by,"Кальций хлорид (кальций хлористый) Е509 – пищевая добавка, которая широко используется в пищевой промышленности, особенно в производстве молочной продукции.",yandex,['info@katelon.by'],"['+375173993170', '+375291380600']",01-10-2025 00:47:32
3,купить кальций хлористый пищевой от производителя,149,https://rtholding.ru,Кальций хлористый пищевой E509 является важным ингредиентом в пищевой промышленности и обладает множеством применений. Русский Торговый Холдинг предлагает вам возможность приобрести кальций хлористый пищевой E509 оптом с гарантированным качеством.,yandex,['info@rtholding.ru'],['+78312821090'],01-10-2025 00:47:32
3,купить кальций хлористый пищевой от производителя,149,https://bsksalt.ru,"БЫСТРАЯ Доставка пищевого и технического хлористого кальция осуществляется до двери клиента любым удобным способом от 1 мешка. Товар в наличии, вы можете купить кальций хлористый оптом от 1 мешка 25 кг.",yandex,"['555@bsk1.ru', '777@bsk1.ru']","['+74722205231', '+79803863131']",01-10-2025 00:47:32
3,купить кальций хлористый пищевой от производителя,149,https://gomelhimtorg.by,"Раствор кальция хлористого пищевого с концентрацией 33-34,5%. Добавка пищевая комплексная «Кальций хлористый жидкий» (Е509) изготавливается по ТУ ВY 400048086.038-2021 в соответствии с требованиями Технических регламентов Таможенного союза: ТР ТС 029/2012 «Требования безопасности пищевых добавок, ароматизаторов и технологических вспомогательных средств»",yandex,['info@gomelhimtorg.by'],"['+375232257052', '+375232314256', '+375232314274', '+375232314279', '+375232314283', '+375232314296', '+375232314331', '+375232314359', '+375232314376', '+375232314395', '+375232316403', '+375232316404', '+375232316406', '+375232915849', '+375232916177', '+375232916879', '+375232916944', '+375232916967', '+375291883960', '+375293955390']",01-10-2025 00:47:32
3,купить кальций хлористый пищевой от производителя,149,https://himimport.by,"Кальций хлористый (англ. calcium chloride), хлорид кальция. Внешний вид – бесцветные кристаллы. Химическая формула – CaCl2. Зарегистрирован в качестве пищевой добавки E509.",yandex,['sbt@himimport.by'],"['+375173360262', '+375173360263', '+375173360267', '+375173360496', '+375173360497', '+375175036235', '+375447872020']",01-10-2025 00:47:32
3,купить кальций хлористый пищевой от производителя,149,https://pr-agro.ru,Кальций хлористый пищевой применяют в пищевой промышленности.,yandex,['agro@pr-agro.ru'],['+74951980797'],01-10-2025 00:47:32
3,купить кальций хлористый пищевой от производителя,149,https://armnet.by,"Кальций хлористый пищевой применяется в пищевой промышленности: при производстве сыра, творога, сухого молока; джема, желе, мармелада; консервированных овощей и фруктов. В молочной промышленности кальций хлористый используется при производстве ферментированных молочных продуктов.",yandex,"['3455ffeaa51d45e1814ac3e07c1ce079@prom-errors.evo.run', 'armnett@mail.ru', 'support@deal.by']","['+375172726649', '+375173363535', '+375173889484', '+375293760485', '+375294911911', '+375445968695']",01-10-2025 00:47:32
3,купить кальций хлористый пищевой от производителя,149,https://mir-agro.by,Хранение Кальций хлористый (Хлорид кальция): Кальций хлористый пищевой (E 509) хранят в крытых складских помещениях в упаковке изготовителя.,yandex,"['oooagrobel@gmail.com', 'oooagrobel@mail.com']","['+375291169185', '+375296260157', '+375296623849', '+375297414476', '+375336740954']",01-10-2025 00:47:32
3,купить кальций хлористый пищевой от производителя,149,https://hpk-penza.com,Кальций хлористый пищевой безводный – описание и стоимость товара оптом в интернет-магазине компании ООО Химпромкомплект.,yandex,"['himpromkomplekt-buh@yandex.ru', 'himpromkomplekt@yandex.ru']","['+74952312512', '+78412452071', '+78412452072', '+78412452073']",01-10-2025 00:47:32
3,купить кальций хлористый пищевой от производителя,149,https://belhim.com,,yandex,"['admin@belhim.by', 'buh@belhim.by', 'chernov@belhim.by', 'fan@belhim.by', 'info@belhim.by', 'kadr@belhim.by', 'laki@belhim.by', 'market@belhim.by', 'mb@belhim.by', 'naliv@belhim.by', 'npr@belhim.by', 'pak@belhim.by', 'plan@belhim.by', 'pm@belhim.by', 'polimer1@belhim.by', 'pravo@belhim.by', 'prod@belhim.by', 'prods@belhim.by', 'pto@belhim.by', 'reahim@belhim.by', 'soda@belhim.by', 'soltan@belhim.by', 'sv@belhim.by', 'ved@belhim.by']","['+375171661605', '+375171675500', '+375171675550', '+375171675552', '+375171675558', '+375171676101', '+375171677705', '+375171677714', '+375171677715', '+375171677721', '+375171677725', '+375171677735', '+375171677738', '+375171677740', '+375171677754', '+375171677758', '+375171677760', '+375171677765', '+375171677769', '+375171677781', '+375171677783', '+375171677795', '+375173522267', '+375173780831', '+375173788310', '+375175121683', '+375175121687', '+375175121688', '+375175173120', '+375175173122', '+375175173130', '+375175553077', '+375293062828']",01-10-2025 00:47:32
3,купить кальций хлористый пищевой от производителя,149,https://emkolbaski.by,"Кальций хлористый (хлорид кальция) - пищевая добавка E 509, применяется в пищевой промышленности при производстве сыра, творога, сухого молока, джема, желе, мармелада, консервированных овощей и фруктов. В молочной промышленности кальций хлористый пищевой используется при производстве ферментированных молочных продуктов.",yandex,['info@emkolbaski.by'],['+375445601515'],01-10-2025 00:47:32
