user_id,query,domain,description,engine,emails,phones,dateOfSearch
1,этикетка купить оптом,https://stickeronline.ru,"Наша компания специализируется на оптовой продаже наклеек с лазерной ламинацией. Мы предлагаем различные размеры, включая прямоугольные формы, такие как A3, A4, ...",google,['info@stickeronline.ru'],"['+74951353674', '+74958773354']",03-09-2025 19:56:15
1,этикетка купить оптом,https://galileonovaroll.ru,Пивная этикетка – купить этикетку на пивную бутылку оптом от производителя GALILEO NOVAROLL. Изготавливается из металлизированной бумаги.,google,['info@galileonovaroll.ru'],['+74957835207'],03-09-2025 19:56:15
1,этикетка купить оптом,https://ribbons.ru,Производим термотрансферные этикетки - бумажные (полуглянец) и полипропиленовые - в рулонах стандартных размеров и по индивидуальным требованиям заказчиков.,google,"['marketing@colortek.ru', 'zapros@ribbons.ru']","['+78005559703', '+79999999999']",03-09-2025 19:56:15
1,этикетка купить оптом,https://www.coral-print.ru,Наклейки оптом от производителя Coral Print. Заказать стикеры и наклейки для упаковки в Москве с доставкой. Звоните ☎ +7 495 663-73-81.,google,['info@coral-print.ru'],"['+74956637381', '+77714755828']",03-09-2025 19:56:15
1,этикетка купить оптом,https://optpart.ru,Компания OptPart предлагает купить самоклеящиеся этикетки для принтера по ценам производителя. Оперативная доставка этикеток для термопринтера по Москве и ...,google,['zakaz@optpart.ru'],"['+74996730239', '+78003021884', '+79778902010']",03-09-2025 19:56:15
1,этикетка купить оптом,https://xn----8sbnbomblssufd3m.xn--p1ai,"Компания «Лейбл АйДи» реализует навесные бирки готовые и на заказ по выгодным ценам от производителя! Бирки — это небольшие ярлыки с напечатанной информацией, ...",google,['zakaz@термо-этикетка.рф'],['+74955325812'],03-09-2025 19:56:15
1,этикетка купить оптом,https://upakovkatorg.ru,Изготовление и продажа этикеток для товаров. Печатаем дизайн на этикетках. Собственное производство этикеток. Доставка в Москве и по России.,google,['info@upakovkatorg.ru'],"['+73012379812', '+73022217827', '+73412271648', '+73422584460', '+73432279686', '+73452568574', '+73472249701', '+73512143690', '+73532387642', '+73812790472', '+73822609067', '+73833499281', '+73842780691', '+73843328882', '+73852556489', '+73912347044', '+73952436271', '+74112318812', '+74212358783', '+74232390689', '+74712349419', '+74722232685', '+74732602067', '+74742286796', '+74822452437', '+74832729897', '+74852208478', '+74872338249', '+74912202133', '+74956692241', '+74986815813', '+74986815850', '+74986815960', '+74986829150', '+77172696791', '+78126789764', '+78314351809', '+78332255609', '+78412458107', '+78422214188', '+78435280767', '+78442968845', '+78452694237', '+78462500329', '+78482379388', '+78512442899', '+78552253087', '+78619914716', '+78624440425', '+78632850835', '+78652257713', '+79787094775', '+79999999999']",03-09-2025 19:56:15
1,этикетка купить оптом,https://digital-printing.ru,"Закажите стикеры оптом с быстрой печатью и доставкой. Широкий выбор форм, размеров и материалов. Наклейки на заказ по выгодным оптовым ценам в Digital ...",google,"['mail2@digital-printing.ru', 'mail@digital-printing.ru']","['+74952217843', '+74956096596', '+79999999999']",03-09-2025 19:56:15
1,этикетка купить оптом,https://www.gala-poly.ru,"ГалаПолиграф - Бирки для одежды ОПТОМ! РАССЧИТАТЬ ONLINE! Звоните по телефонам в Москве: + 7 (495) 777 01 98, 8 (800) 551 19 70!",google,['info@gala-poly.ru'],"['+74957770198', '+78005511970']",03-09-2025 19:56:15
1,этикетка купить оптом,https://liderpack.net,Этикетка wine glass (вайнгласс) для овощей и фруктов купить оптом в компании Лидер-Пак. В наличии широкий ассортимент готовой упаковочной продукции по ...,google,['info@liderpack.net'],[],03-09-2025 19:56:15
1,этикетка купить оптом,https://furtek.ru,"У нас Вы можете заказать бирки с логотипом геометрической и фантазийной формы (сердечки, звездочки и тому подобное), бирки-буклеты, с односторонней и ...",google,"['astrahan@furtek.ru', 'barn@furtek.ru', 'bel@furtek.ru', 'bryansk@furtek.ru', 'chel@furtek.ru', 'chita@furtek.ru', 'ekb@furtek.ru', 'info@furtek.ru', 'irkutsk@furtek.ru', 'kazan@furtek.ru', 'kem@furtek.ru', 'khabarovsk@furtek.ru', 'korolev@furtek.ru', 'krasnodar@furtek.ru', 'krasnoy@furtek.ru', 'krym@furtek.ru', 'kursk@furtek.ru', 'lipeck@furtek.ru', 'lyubercy@furtek.ru', 'msk@furtek.ru', 'mytishchi@furtek.ru', 'nn@furtek.ru', 'novk@furtek.ru', 'nsk@furtek.ru', 'omsk@furtek.ru', 'perm@furtek.ru', 'rnd@furtek.ru', 'ryazan@furtek.ru', 'samara@furtek.ru', 'saratov@furtek.ru', 'simferopol@furtek.ru', 'sochi@furtek.ru', 'spb@furtek.ru', 'stavropol@furtek.ru', 'tomsk@furtek.ru', 'tula@furtek.ru', 'ufa@furtek.ru', 'ulan-ude@furtek.ru', 'vladivostok@furtek.ru', 'volgograd@furtek.ru', 'voroneg@furtek.ru']","['+73012379367', '+73022217436', '+73432279804', '+73472249253', '+73512149805', '+73812790078', '+73822609727', '+73833049501', '+73842780819', '+73843328903', '+73852556651', '+73912347218', '+73952436394', '+74212358489', '+74232390634', '+74712540919', '+74722232807', '+74732602141', '+74742286770', '+74832770376', '+74872770538', '+74912202325', '+74951233812', '+74986819995', '+74986829084', '+74986829121', '+78126799516', '+78314222463', '+78435282970', '+78442968690', '+78452694185', '+78469537920', '+78512442782', '+78619914778', '+78624440630', '+78632850917', '+78652257651', '+79780087364']",03-09-2025 19:56:15
1,этикетка купить оптом,https://interid.ru,"Самоклеящиеся этикетки от производителя в рулонах купить оптом. Более 160 моделей по цене от 56 рублей, в наличии и под заказ.",google,['info@interid.ru'],"['+74956737023', '+74992262306', '+78001002120', '+79260957464', '+79999976158']",03-09-2025 19:56:15
1,этикетка купить оптом,https://europapier.ru,"В наличии бумага Самоклеящиеся этикетки SMARTLINE. Купить оптом с доставкой ... Этикетки, маркировка, стикеры. Технологии печати. Струйная печать; Цифровая печать.",google,['rating@mail.ru'],['+74957870150'],03-09-2025 19:56:15
1,этикетка купить оптом,https://ligamarket.su,Купить ленты для этикет-пистолетов и ценники оптом и в розницу по доступной цене в интернет-магазине LigaMarket. У нас действуют постоянные акции и скидки.,google,['zakaz@ligamarket.com'],['+78122095065'],03-09-2025 19:56:15
1,этикетка купить оптом,https://supershtrih.ru,"Такие наклейки достаточно уязвимы к физическим повреждениям и легко поддаются им, что приводит к появлению черных полос на этикетке. Они подходят для тех, кому ...",google,['aztek-info@supershtrih.ru'],"['+74951234501', '+78005002529', '+79801518043']",03-09-2025 19:56:15
1,этикетка купить оптом,https://tutrade.ru,"Шпагаты, кухонные нити, технические пленкиПоставляем шпагаты, кулинарные нити и технические плёнки оптом для ресторанов, кафе, гостиниц, магазинов и других ...",google,['info@tutrade.ru'],"['+74852947000', '+79019978036']",03-09-2025 19:56:15
1,этикетка купить оптом,https://www.opti-com.ru,Этикет-ленты | Купить оптом и в розницу от производителя «ОПТИКОМ» по цене от 27.15 рублей. Сроки доставки 2-3 дня по Москве и Московской области.,google,['info@opti-com.ru'],"['+74959800648', '+78039565961', '+78126480336', '+78312827744', '+78462335777', '+78481247203', '+78623000023', '+79414813570']",03-09-2025 19:56:15
1,этикетка купить оптом,https://borus.ru,"Изготовление самоклеящихся этикеток в Борус. ✔️ Доставка по всей России. ✔️ Собственная фабрика печати, широкий спектр оборудования.",google,"['web@borus.ru', 'zakaz@borus.ru']","['+78006007454', '+79056201313', '+79999999999']",03-09-2025 19:56:15
1,этикетка купить оптом,https://stolitsaprint.ru,Наклейки оптом в Москве по доступным ценам в Типографии «Столичная печать». Выполняем цифровую и офсетную печать. Информация по ценам и тиражам указана на ...,google,['zakaz@stolitsaprint.ru'],"['+74957280956', '+79661947636']",03-09-2025 19:56:15
1,этикетка купить оптом,https://prodeco-company.ru,"Бирки для упаковки и маркировки товаров оптом: быстрая доставка по России, выгодные цены и наличие на складе. Для магазинов, складов, маркетплейсов.",google,"['info8@prodeco-company.ru', 'info@prodeco-company.ru', 'zakaz.spb@prodeco-company.ru']","['+74951092034', '+78123090324', '+79164693074']",03-09-2025 19:56:15
1,этикетка купить оптом,https://a4-yug.ru,"Ограничений по тематике, форме, цвету нет: детские, интерьерные, брендинговые, рекламные наклейки можно заказать оптом, связавшись с нами в рабочее время.",google,['print@a4-yug.ru'],"['+78619910708', '+79385036503']",03-09-2025 19:56:15
1,этикетка купить оптом,https://www.ladogaspb.ru,"Вино Палавани Мукузани (черная этикетка) 0.75 л оптом · Описание · Цвет, аромат и вкус · Гастрономическое сочетание · Выберите в какой офис вы хотите позвонить.",google,['ldistribution@ladogaspb.ru'],"['+73454183625', '+74241806829', '+74951145548', '+78123365099', '+78123369669']",03-09-2025 19:56:15
1,этикетка купить оптом,https://greenea.ru,Этикетки самоклеящиеся для маркировки товаров и грузов. Широкий ассортимент этикеток по ценам оптом и в розницу. Различные размеры рулонов. Онлайн заказ.,google,['sale@greenea.ru'],"['+78124678866', '+79213340609']",03-09-2025 19:56:15
1,этикетка купить оптом,https://spb.gala-poly.ru,ГалаПолиграф - DTF-этикетки ОПТОМ! РАССЧИТАТЬ ONLINE! Звоните по телефонам в ... DTF-этикетка U. Мин. тираж. от 50 шт. Тип изделия: DTF-этикетки. Форма.,google,['spb@gala-poly.ru'],"['+77154430319', '+78005511970', '+78125092700']",03-09-2025 19:56:15
