user_id,query,domain,description,engine,emails,phones,dateOfSearch
1,картон купить в москве,https://russcarton.ru,В каталоге RussCarton есть картон в листах следующих видов: · Гофрокартон листовой плотный. · Электроизоляционный картон. · Полиграфические листы. · Переплетный ...,google,"['info@russcarton.ru', 'zakaz@russcarton.ru']","['+74952589925', '+74957969441', '+78003011177', '+79917880011', '+79917880044']",03-09-2025 19:49:56
1,картон купить в москве,https://krasniykarandash.ru,"Картон белый, цветной, черный - купить в интернет-магазине Красный Карандаш по доступной цене. Широкий ассортимент. Доставка по России. Скидки и бонусы ...",google,"['hr@krasniykarandash.ru', 'shop@krasniykarandash.ru', 'vopros@krasniykarandash.ru']",['+78003013080'],03-09-2025 19:49:56
1,картон купить в москве,https://shop.cargo-avto.ru,"Продажа гофрокартона оптом и в розницу, листовой гофрокартон по ценам производителя. Изделия из картона в листах. Доставка товаров по Москве, ...",google,['shop@cargo-avto.ru'],"['+74955043789', '+78007771693']",03-09-2025 19:49:56
1,картон купить в москве,https://upakovka.fabrikapereezda.ru,"Фабрика Переезда предлагает купить листовой картон оптом и в розницу в Москве. Мы производитель, поэтому делаем самые низкие цены и бесплатную доставку.",google,['tk@fabrikapereezda.ru'],['+74955405962'],03-09-2025 19:49:56
1,картон купить в москве,https://almarica.ru,"Также всегда есть в наличии листовой материал. Вы можете заказать у нас листы шириной от 1200 мм, длиной до 6 м, толщиной от 6мм. Размер ячейки (диаметр ...",google,['info@almarica.ru'],"['+74950214969', '+78123854960', '+79215627381']",03-09-2025 19:49:56
1,картон купить в москве,https://priokskoe.com,"Цена — от 1000 ₽. Фирменные упаковки в Москве, Алексине в розницу. Самовывоз и доставка по России. Гарантия качества. Заказывайте в интернет-магазине ...",google,['info@priokskoe.com'],['+74955653314'],03-09-2025 19:49:56
1,картон купить в москве,https://petrobumaga.ru,Купите барьерный картон в ролях или листах оптом напрямую от крупнейшего поставщика | Большой ассортимент | 11 филиалов в России.,google,['info@petrobumaga-msk.ru'],"['+74957772373', '+74957772375']",03-09-2025 19:49:56
1,картон купить в москве,https://masterskie-pinchuka.ru,"Заказать картон, кожкартон, гранитоль по оптовой цене от производителя. В Мастерских Пинчука вы найдёте широкий ассортимент картона и гранитоля, ...",google,['info@mpkey.ru'],"['+74953746060', '+78006006432', '+78007072189']",03-09-2025 19:49:56
1,картон купить в москве,https://pack-land.ru,"Купить в Москве картон листовой плотный по отличной цене предлагает компания Паклэнд. Дешево и сердито у нас можно приобрести и другие материалы, используемые в ...",google,['info@pack-land.ru'],['+74952307968'],03-09-2025 19:49:56
1,картон купить в москве,https://www.vistasport.ru,Купить Подставка под полотенца DONIC (спец.картон) по низкой цене в интернет-магазине товаров для настольного тенниса VistaSport или в розничном магазине в ...,google,['info@vistasport.ru'],['+78002342420'],03-09-2025 19:49:56
1,картон купить в москве,https://vztm.ru,"Предлагаем производство огнеупорного теплоизоляционного, звукоизоляционного листового картона МКРК-500 на основе муллитокремнеземистых волокон.",google,['td-vztm@yandex.ru'],['+78005518033'],03-09-2025 19:49:56
1,картон купить в москве,https://aquadox.ru,"59 900 руб. 59 900 руб./тонна. Плотность, г/м2. 300; 350. Купить. Акция. Макулатурный картон UMKA PAK GD3 упаковочный с двухслойным мелованием лицевой стороны ...",google,"['info@aquadox.ru', 'm.chernyavskiy@aquadox.ru', 'zakaz@aquadox.ru']","['+74957775476', '+78124045300', '+79633439924', '+79633439970', '+79643615271', '+79646112145', '+79999999999']",03-09-2025 19:49:56
1,картон купить в москве,https://vashkarton.ru,Интернет магазин картонных коробок и упаковочных материалов. Купить упаковочные материалы в Москве ... Торговый дом ВАШ КАРТОН предлагает купить продукцию из ...,google,['info@vashkarton.ru'],"['+73943306537', '+73951543183', '+74951598300', '+77074697692', '+79865550770']",03-09-2025 19:49:56
1,картон купить в москве,https://gofrosklad.ru,Предлагаем коробки из трехслойного картона. Вы можете купить трехслойные коробки дешево по оптовым ценам от производителя Гофросклад 8 (495) 260-57-58.,google,['info@gofrosklad.ru'],['+74952605758'],03-09-2025 19:49:56
1,картон купить в москве,https://www.videka.ru,"Багетный супермаркет VIDEKA - все для багетного бизнеса. В продаже Картон оптом по выгодной цене. ✓ Доставка по Москве и всей России, ✓ скидки постоянным ...",google,['info@videka.ru'],['+74959419849'],03-09-2025 19:49:56
