user_id,query,region,domain,description,engine,emails,phones,dateOfSearch
30,купить пакеты,225,https://paket78.ru,"У нас можно купить оптом коробки, пакеты, пленку, скотч. Готовые решения для маркетплейсов (Ozon, Wildberries), бизнеса и переезда.",yandex,['info@9832553.ru'],"['+74996495974', '+78005113835', '+78126432802', '+79999999999']",18-11-2025 08:52:42
30,купить пакеты,225,https://webpack.ru,"Курьерский пакет 240*320мм, 50 мкм, с карманом Быстрый просмотр.",yandex,['mail@webpack.ru'],"['+74955404706', '+78005004107', '+79263430198']",18-11-2025 08:52:42
30,купить пакеты,225,https://tvoypaket.ru,При самовывозе возможна оплата наличными. Обращайтесь в ООО «Витон» для приобретения гибкой упаковки. Купить упаковочные пакеты оптом – просто. Для оформления заявки нужно кликнуть на «Добавить в корзину» или «Быстрый заказ». Стоимость лучше уточнить при подтверждении у консультантов.,yandex,['dk21@bk.ru'],"['+74951233979', '+74955427323', '+74955427353', '+78003505989', '+79999999999']",18-11-2025 08:52:42
30,купить пакеты,225,https://pack24.ru,"Вы можете купить фасовочные полиэтиленовые пакеты разных цветов (белые, черные, розовые, синие, зелёные, прозрачные) и размеров. Пакеты из полиэтилена, изготовленные с помощью флексографической печати, идеально подходят для фасовки, хранения и реализации товаров различного назначения.",yandex,['sales@pack24.ru'],['+78007005683'],18-11-2025 08:52:42
30,купить пакеты,225,https://packio.ru,,yandex,['mail@packio.ru'],"['+78005553937', '+78122456440']",18-11-2025 08:52:42
30,купить пакеты,225,https://fervet.ru,Пакеты оптом и в розницу в интернет-магазине Фервет! Качественные материалы.,yandex,['zakaz@fervet.ru'],['+78004440618'],18-11-2025 08:52:42
30,купить пакеты,225,https://zippack.ru,"Данный вид пакетов из полиэтиленовой пленки высокого давления имеет, пожалуй, наиболее частое применение на производствах и магазинах при упаковки товара.",yandex,['info@zippack.ru'],"['+74993466339', '+78003334750', '+79059555532']",18-11-2025 08:52:42
30,купить пакеты,225,https://paketstore.ru,Продажа упаковочных материалов из полиэтилена по низким ценам.,yandex,['paketstore@mail.ru'],['+79417127615'],18-11-2025 08:52:42
30,купить пакеты,225,https://upakmarket.com,Пакеты бумажные пищевые. Пакеты слайдеры и зиплоки ( zip lock ).,yandex,['office@upakmarket.com'],"['+78612002591', '+79182410808', '+79612002591']",18-11-2025 08:52:42
30,купить пакеты,225,https://pakstar.ru,"Продажа полиэтиленовых пакетов в Москве. В компании «Пакстар» можно купить фасовочные пакеты, пакеты-майка, пакеты с петлевой и прорубной ручкой оптом и по выгодным ценам. Безупречное качество, подтвержденное сертификатами.",yandex,['service@pakstar.ru'],"['+74991130011', '+78003500109']",18-11-2025 08:52:42
