user_id,query,region,domain,description,engine,emails,phones,dateOfSearch
3,купить ракетки для Падел тенниса,149,https://padelstars.ru,Спешите заказать фирменные Ракетки Буллпадел для Падел тенниса со Скидками — дарим Кешбэк!,yandex,"['partners@padelstars.ru', 'trade@padelstars.ru']",['+74951595505'],18-11-2025 18:28:42
3,купить ракетки для Падел тенниса,149,https://head.by,Профессиональные теннисные ракетки HEAD SPEED.,yandex,['alex@head.by'],[],18-11-2025 18:28:42
3,купить ракетки для Падел тенниса,149,https://tennis-shop.by,Ракетка для падел тенниса Dunlop Inferno Carbon Extreme (370 гр.),yandex,['info@tennis-shop.by'],['+375291603998'],18-11-2025 18:28:42
3,купить ракетки для Падел тенниса,149,https://racketlon.ru,Добро пожаловать в раздел Ракетки для падел нашего сайта! Здесь вы найдете широкий ассортимент ракеток подходящих для игроков всех уровней – от новичков до профессионалов Падел - это не только увлекательный но и техничный вид спорта и правильная ракетка может существенно повлиять на вашу игру.,yandex,['info@racketlon.ru'],"['+79035098049', '+79037433364', '+79060461552']",18-11-2025 18:28:42
3,купить ракетки для Падел тенниса,149,https://padel-racket.ru,Купить ракетки для падел с бесплатной доставкой в пределах МКАД.,yandex,['info@padel-racket.ru'],"['+79771014211', '+79778114211']",18-11-2025 18:28:42
3,купить ракетки для Падел тенниса,149,https://padelgame.by,"Большой выбор ракеток для падела в каталоге магазина Padel Game. Предлагаем модели для профессионалов, начинающих, а также женские, мужские и детские варианты. Оформить заказ можно онлайн на сайте или по указанным телефонам!",yandex,['padelstore@mail.ru'],['+375296293030'],18-11-2025 18:28:42
3,купить ракетки для Падел тенниса,149,https://tennis-mag.ru,"Ракетки для падела Babolat, Bullpadel, Siux, Joma, Wilson, Head, Prince, Heroe's купить в интернет-магазине tennis-mag.ru.",yandex,['tennis-mag@yandex.ru'],['+79150026674'],18-11-2025 18:28:42
3,купить ракетки для Падел тенниса,149,https://elpadel.ru,"el Padel — специализированный интернет-магазин товаров для падел-тенниса. У нас вы найдёте ракетки, мячи, обувь, одежду и аксессуары от проверенных мировых брендов. Подбираем снаряжение для игроков любого уровня — от новичков до профи. Доставляем по всей России, всегда готовы помочь с выбором.",yandex,['elpadelshop@gmail.com'],['+74950656229'],18-11-2025 18:28:42
3,купить ракетки для Падел тенниса,149,https://tennis-world.ru,Выбирай ракетки для падел для профессионалов и любителей. У нас есть модели для всех уровней игры: от начального до продвинутого.,yandex,['info@tennis-world.ru'],"['+74957994211', '+79037994211']",18-11-2025 18:28:42
3,купить ракетки для Падел тенниса,149,https://padelino.ru,"Интернет-магазин Padelino: падел ракетки в Москве. Бесплатная доставка по всей России и СНГ. Бренды Bullpadel, Nox, Adidas, HEAD, Wilson, Siux. Гарантия 1 год. Бесплатная консультация и помощь в выборе.",yandex,['padelpadelino@gmail.com'],"['+74951988429', '+74995503404']",18-11-2025 18:28:42
3,купить ракетки для Падел тенниса,149,https://gormat-tennis.by,Акксесуары для теннисных сеток.,yandex,['gormattennis@gmail.com'],"['+375336785189', '+375447097700']",18-11-2025 18:28:42
3,купить ракетки для Падел тенниса,149,https://pdlshop.ru,"Нормальная ракетка для начинающего уровня, но очень ""нежное"" покрытие, один раз задел сетку и получил небольшой задир) Надо докупать защиту обода, в остальном - отлично). Андрей. Adidas Adipower Carbon Light 3.4 2025.",yandex,['padelshop.moscow@mail.ru'],['+79060402161'],18-11-2025 18:28:42
3,купить ракетки для Падел тенниса,149,https://padel-sports.ru,"Как выбрать ракетку для падел-тенниса? В нашем каталоге представлены новинки и бестселлеры Bullpadel: Bullpadel Vertex – лучший выбор для атакующего стиля. Bullpadel Hack – мощные удары и максимальный контроль. Bullpadel Counter – сбалансированная модель для универсальной игры. Bullpadel Hybrid – инновационные технологии для профессионалов. Каждая ракетка разработана с учетом современных технологий: Carbon Fiber, MultiEva, 3K Carbon, HR3 Core.",yandex,['padel-sports@yandex.ru'],['+74955452570'],18-11-2025 18:28:42
