user_id,query,domain,description,engine,emails,phones,dateOfSearch
1,этикетка производство,https://abvlabel.ru,"Цена термоусадочных этикеток. От 3,20 руб. за штуку. Подбор скидок идет индивидуально к каждому клиенту. Мы можем выполнить печать термоусадочной этикетки с ...",google,['info@abvlabel.ru'],['+78003019858'],03-09-2025 19:42:23
1,этикетка производство,https://xn----7sbocomb5ac6abd1d1dq.xn--p1ai,"использование рулонных этикеток позволяет ускорить работу производства и упаковки. С вами работают наши специалисты производства, наш опыт — это качественная ...",google,['print@glabel.ru'],"['+74954141390', '+79850382841']",03-09-2025 19:42:23
1,этикетка производство,https://diglabel.ru,"Типография Цифровая Этикетка: печать самоклеящихся этикеток, наклеек и стикеров в Москве от одного экземпляра. Изготовление этикеток на любые виды продукции ...",google,['sale@diglabel.ru'],['+74957727958'],03-09-2025 19:42:23
1,этикетка производство,https://supershtrih.ru,"27 сент. 2023 г. ... Печать осуществляется на специализированном принтере. Термотрансферные устройства позволяют работать с полуглянцевой бумагой, текстильными ...",google,['aztek-info@supershtrih.ru'],"['+74951234501', '+78005002529', '+79801518043']",03-09-2025 19:42:23
1,этикетка производство,https://ribbons.ru,"29 янв. 2024 г. ... Этикетки могут быть изготовлены на любой основе (термобумага ЭКО и ТОП, бумага полуглянец, полипропилен), для печати на этикетках предлагаются ...",google,"['marketing@colortek.ru', 'zapros@ribbons.ru']","['+78005559703', '+79999999999']",03-09-2025 19:42:23
1,этикетка производство,https://www.gala-poly.ru,"Печать и производство картонных этикеток нередко осуществляется по технологии тиснения металлизированной фольгой. Это делает изображение более респектабельным, ...",google,['info@gala-poly.ru'],"['+74957770198', '+78005511970']",03-09-2025 19:42:23
1,этикетка производство,https://xn----8sbnbomblssufd3m.xn--p1ai,Производство и печать этикеток бумажных и синтетических. Термотрансферные и термоэтикетки для маркетплейсов и маркировки Честный знак.,google,['zakaz@термо-этикетка.рф'],['+74955325812'],03-09-2025 19:42:23
1,этикетка производство,https://www.verbus.ru,Термоэтикетка ЭКО. Для её производства используется бумага с термочувствительным покрытием без защитного слоя с плотностью верхнего слоя 74гр./м². Печать на ...,google,['info@verbus.ru'],"['+74956629588', '+78005558572']",03-09-2025 19:42:23
1,этикетка производство,https://bosla.ru,"Печать этикеток, печать самоклеящихся этикеток и другой продукции для маркировки товаров по доступным ценам от компании Босла.",google,['info@bosla.ru'],"['+74951092979', '+79999999999']",03-09-2025 19:42:23
1,этикетка производство,https://bestlabel.ru,"Компания BestLabel произведет для вас партию жаккардовых этикеток любой формы: «без сгиба», «сгиб по бокам», «сгиб книжкой», «сгиб по центру» и другие.",google,['info@bestlabel.ru'],"['+74955071038', '+78007759296', '+79251231038', '+79295121038']",03-09-2025 19:42:23
1,этикетка производство,https://fabrikaetiketok.ru,Наша компания занимается продажей готовых этикеток из разных материалов. При покупке вы можете выбрать этикетки нужного цвета в рулонах с разной длиной намотки.,google,['info@fabrikaetiketok.ru'],['+74952234056'],03-09-2025 19:42:23
1,этикетка производство,https://doublev.ru,"Этикетка может декорироваться фольгой! В складском наличии у «Дубль В» представлен полный ассортимент пленок для IML этикетки производства фабрики Биаксплен, ...",google,"['a.pinaeva@doublev.ru', 'adamova.n@doublev.ru', 'antonova@doublev.ru', 'arestova@doublev.ru', 'bondareva@doublev.ru', 'chernikov@doublev.ru', 'chilikina@doublev.ru', 'chizhov@doublev.ru', 'chuprakova@doublev.ru', 'danyukina@doublev.ru', 'dmitrieva@doublev.ru', 'evnushevskaya@doublev.ru', 'fedodeeva@doublev.ru', 'filimonova@doublev.ru', 'folga@doublev.ru', 'gorbenko@doublev.ru', 'guseva@doublev.ru', 'ignatyev@doublev.ru', 'ilina@doublev.ru', 'indina@doublev.ru', 'info.spb@doublev.ru', 'info@doublev.com.ua', 'info@doublev.kz', 'info@doublev.ru', 'isabaeva@doublev.ru', 'khmelevskikh@doublev.ru', 'kilmyashkina@doublev.ru', 'kopteva.vv@doublev.ru', 'korabelnikova@doublev.ru', 'kotcova@doublev.ru', 'kuban@doublev.ru', 'lapo.s@doublev.ru', 'lebedeva.o@doublev.ru', 'leonova@doublev.ru', 'malyshev@doublev.ru', 'mayakova@doublev.ru', 'mb@doublev.ru', 'mir_bumagi@mail.ru', 'misonzhnik@doublev.ru', 'myzova@doublev.ru', 'nsk@doublev.ru', 'obmolkova@doublev.ru', 'onischenko@doublev.ru', 'openkin@doublev.ru', 'ovsyannikova@doublev.ru', 'pakhilova@doublev.ru', 'panova@doublev.ru', 'piskulova@doublev.ru', 'pn@doublev.ru', 'prosyanikova@doublev.ru', 'radishich@doublev.ru', 'ramazanov@doublev.ru', 'rodicheva@doublev.ru', 'sablina@doublev.ru', 'savchenko@doublev.ru', 'selyavkina@doublev.ru', 'shkot@doublev.ru', 'shteyn@doublev.kz', 'shuklina@doublev.ru', 'sidorina@doublev.ru', 'slesareva@doublev.ru', 'smirnova@doublev.ru', 'solnyshkina@doublev.ru', 'solovyov@doublev.ru', 'stroganova@doublev.ru', 'sumenkova@doublev.ru', 'sysoeva@doublev.ru', 'tikhonova.m@doublev.ru', 'urazova@doublev.kz', 'vedernikov@doublev.ru', 'velskiy@doublev.ru', 'vetoshkina@doublev.ru', 'yukhina@doublev.ru']","['+73433012005', '+73512175023', '+73832212608', '+73832218006', '+73832219191', '+74822350618', '+74822581100', '+74822680923', '+74822680924', '+74957250853', '+74957250882', '+74957250888', '+74957250896', '+74959253513', '+74959952596', '+77085506989', '+77272620882', '+77272620886', '+77272720455', '+77272721073', '+77272903605', '+77717435550', '+78126021106', '+78462027166', '+78462032717', '+78612052647', '+78633030919', '+78633030920', '+78633030921', '+78633108303', '+79036139452', '+79096783312', '+79104304728', '+79152867102', '+79161045452', '+79162138207', '+79163737701', '+79165088725', '+79165519203', '+79168078119', '+79168638431', '+79168638432', '+79168638433', '+79169625530', '+79175343927', '+79175854155', '+79175905676', '+79258530969', '+79261111801', '+79264472388', '+79771527600', '+79776365145', '+79852541461', '+79852541480', '+79852541598']",03-09-2025 19:42:23
1,этикетка производство,https://solvipak.ru,"Производство самоклеящихся этикеток в Москве на все виды продукции. Печать этикеток по выгодным ценам под заказ, купить можно любыми тиражами.",google,['sales@solvipak.ru'],"['+74955405304', '+77717107790']",03-09-2025 19:42:23
1,этикетка производство,https://okil.ru,Этикетки различного типа и уровня сложности. Изготовление и печать этикеток высокого качества в типографии ОКИЛ-САТО.,google,"['mail@okil-sato.ru', 'spb@okil-sato.ru']","['+73433856996', '+73812362069', '+73833340930', '+74952693993', '+78123275737', '+78162335140', '+78462673830', '+78612121019']",03-09-2025 19:42:23
1,этикетка производство,https://www.akoprint.com,Skip to content. Akoprint оборудование для производства этикетки ... этикетки и упаковки. Главная ...,google,"['apr@akoprint.com', 'lk@akoprint.com', 'office@akoprint.com', 'sales@akoprint.com', 'zys@akoprint.com']","['+74111733080', '+74957645139', '+79262126868', '+79269637365', '+79776050064', '+79857645139', '+79999999999']",03-09-2025 19:42:23
1,этикетка производство,https://pkprintprof.ru,"Предприятие предлагает полный комплекс услуг, начиная от разработки дизайна, выбора размера, подходящего материала, заканчивая доставкой готовых этикеток в ...",google,['info@pkprintprof.ru'],"['+73432875270', '+74012719501', '+74959849147', '+78126775573']",03-09-2025 19:42:23
1,этикетка производство,https://delovoymir.biz,"20 июл. 2022 г. ... Для начала стоит определиться, с какими именно этикетками вы хотите связать свою деятельность, точнее для чего и кем они будут применятся. От ...",google,['talk@delovoymir.biz'],[],03-09-2025 19:42:23
1,этикетка производство,https://datamark.ru,Приобретайте бирки (наклейки) для маркировки товаров от ведущего производителя этикеток в рулонах в Самаре!,google,['sales@datamark.ru'],['+78462784101'],03-09-2025 19:42:23
1,этикетка производство,https://furteks.ru,Вся продукция производится на станках швейцарской компании Jakob Müller- мирового лидера в производстве станков для изготовления этикеток. Для производства ...,google,['info@furteks.ru'],"['+74952589016', '+79160661990', '+79164868243']",03-09-2025 19:42:23
1,этикетка производство,https://brasmir.ru,"Термоусадочная этикетка изготавливается из плёнки и может принимать форму любой упаковки - бутылки, банки, стакана и т.д., предотвращает продукт от вскрытия ...",google,['zakaz@brasmir.ru'],"['+79002224000', '+79002225000']",03-09-2025 19:42:23
1,этикетка производство,https://perm.welltex.ru,"Компания Веллтекс предлагает услугу по изготовлению и печати этикеток для одежды и обуви. Роторная, термотрансферная, цифровая печать, горячее тиснение.",google,['perm@welltex.ru'],"['+73412338508', '+73422999972', '+73433639239', '+73435379087', '+73452671268', '+73472463204', '+73512170207', '+73532305695', '+73812790102', '+73822609575', '+73833633057', '+73912061812', '+73952480380', '+74012611955', '+74232051787', '+74732332722', '+74742506246', '+74752703606', '+74812700699', '+74832322433', '+74842279709', '+74852237383', '+74862999001', '+74872216315', '+74912202590', '+74922445471', '+74932592488', '+74942629292', '+74956268400', '+77719452055', '+78123095652', '+78312748837', '+78332413848', '+78352557494', '+78422305035', '+78432767412', '+78442435747', '+78462020759', '+78552205676', '+78612019691', '+78633332312', '+78672290190', '+78793977832', '+79379753313', '+996550040033']",03-09-2025 19:42:23
1,этикетка производство,https://shtil-print.ru,Требования к этикеткам · Наименование продукта · Производитель и поставщик · Состав продукта · Пищевая ценность · Дата изготовления и сроки хранения. Виды ...,google,['info@shtil-print.ru'],"['+78002506115', '+79130639393']",03-09-2025 19:42:23
1,этикетка производство,https://kwarta.ru,Печать этикеток и наклеек выполняется на специальном технологичном принтере. Наши специалисты в области полиграфии применяют только безопасные красящие вещества ...,google,['kwarta@kwarta.ru'],"['+74732000300', '+79999999999']",03-09-2025 19:42:23
1,этикетка производство,https://mastercode.ru,Этикетки могут быть изготовлены из различных материалов · Термобумага: ECO или ТОР · Полуглянцевая бумага · Полипропилен · Полиэстер. Есть возможность подобрать ...,google,['zakaz@mastercode.ru'],['+78124256808'],03-09-2025 19:42:23
1,этикетка производство,https://smolki.ru,"Изготовление объемных наклеек со смолой. Заливка наклеек, этикеток , стикеров. Важным преимуществом наших наклеек является смола которой заливается этикетка ...",google,['smolkiru@mail.ru'],"['+79040327111', '+79100948604', '+79999999999']",03-09-2025 19:42:23
1,этикетка производство,https://www.arena-label.ru,"Изготовление самоклеящихся этикеток возможно на пленке прозрачной или цветной, с использованием красок или фольги, термоподъема, конгрева (выпуклое изображение) ...",google,"['label@arena-label.ru', 'zakaz@arena-label.ru']","['+74959714088', '+79303335070']",03-09-2025 19:42:23
1,этикетка производство,https://yes-upak.ru,Интернет-магазин предлагает широкий ассортимент Этикетки пустышки в рулоне - свое производство. Продажа пустых чистых белых этикеток для маркировки упаковки ...,google,['info@yes-upak.ru'],"['+74951222025', '+78126799514', '+78314222594']",03-09-2025 19:42:23
1,этикетка производство,https://prometiket.ru,"Методы печати этикеток · Цифровая – наиболее выгодна при небольших тиражах. · Флексография – подходит для работы с различными материалами, но требует ...",google,['info@prometiket.ru'],"['+79032058482', '+79096413601']",03-09-2025 19:42:23
1,этикетка производство,https://www.tornadologo.ru,Гарантийные этикетки — изготавливаются для контроля несанкционированного вскрытия на специальной пломбовой или саморазрушающейся бумаге и соединяют статичную и ...,google,['zayavka@tornadologo.ru'],['+74956262954'],03-09-2025 19:42:23
1,этикетка производство,https://termoflexug.ru,"Производство самоклеящихся этикеток, наклеек и стикеров. Печать под заказ на любые виды продукции, с логотипом, для любого бизнеса!",google,"['info@termoflexug.ru', 'krasnodar@termoflexug.ru']",['+78007009819'],03-09-2025 19:42:23
1,этикетка производство,https://korsaj.ru,"Купить бирки и этикетки с логотипом оптом и в розницу: пластиковые, картонные, сатиновые, жаккардовые. Заказать навесные, пришивные, размерники, ...",google,['korsaj@kantex.ru'],['+74957962730'],03-09-2025 19:42:23
1,этикетка производство,https://www.pechatnya.ru,"Компания «ПЕЧАТНЯ» выпускает прозрачные, матовые, глянцевые этикетки для фармацевтических препаратов и медицинских изделий, продуктов питания, бытовой химии и ...",google,['info@pechatnya.ru'],['+78123277641'],03-09-2025 19:42:23
1,этикетка производство,https://label4u.ru,"Нейлоновые тканевые этикетки изготавливаются из нейлоновой ленты премиум-класса. В результате они получаются гладкими, не ворсятся с обрезного края.",google,['zakaz@label4u.ru'],['+74951201049'],03-09-2025 19:42:23
1,этикетка производство,https://price-etiketka.ru,"Фарм-этикетки производство и печать. Лучшие цены на этикеток и наклеек для фармацевтической продукции, термоэтикетки для аптек и медицины.",google,"['info@price-etiketka.ru', 'msk@price-etiketka.ru']","['+73432279538', '+73842780028', '+74722256916', '+74955874480', '+78126789520', '+78314351388', '+79781261651', '+79999999999']",03-09-2025 19:42:23
1,этикетка производство,https://www.flexm.ru,"Заказ этикеток, самоклеящихся наклеек Вы можете осуществить, оформив заявку на расчет, позвонив по телефону +7 (495) 928-69-92, или приехав в офис типографии.",google,['mail@flexm.ru'],['+74959286992'],03-09-2025 19:42:23
1,этикетка производство,https://signogroup.ru,"Выезд менеджеров по Москве и области, доставка этикеток по России. Специалисты типографии имеют большой опыт работы и готовы проконсультировать клиентов, ...",google,['x77@fvtabtebhc.eh'],['+74993943995'],03-09-2025 19:42:23
1,этикетка производство,https://don-polymer.ru,Мы изготавливаем круговые этикетки в рулонах без клея методом флексопечати на биаксиально-ориентированной полипропиленовой плёнке (БОПП/BOPP).,google,['zakaz@don-polymer.ru'],[],03-09-2025 19:42:23
