user_id,query,region,domain,description,engine,emails,phones,dateOfSearch
3,кабели от производителя Санкт-Петербург,2,https://rucabel.ru,"Продажа силового кабеля в Санкт-Петербурге и по России по доступным ценам. От надежности кабельно-проводниковой продукции напрямую зависит стабильность подачи электроэнергии, тепла и других благ цивилизации. Поэтому важно не только выбрать подходящую по характеристикам марку, но и быть уверенным в ее производителе.",yandex,['zakaz@rucabel.ru'],"['+74994090639', '+78005518083']",03-10-2025 00:33:26
3,кабели от производителя Санкт-Петербург,2,https://xn----8sbdqwjbq1a0j.xn--p1ai,Ваш город Санкт-Петербург?,yandex,"['info@мос-кабель.рф', 'zakaz@mscable.ru']","['+73022383417', '+73412209843', '+73422252397', '+73433025813', '+73452519176', '+73472259831', '+73496413493', '+73512258957', '+73522509176', '+73532793662', '+73812994251', '+73822975045', '+73833120613', '+73842233980', '+73852595715', '+73919890352', '+73952199259', '+74012988753', '+74112505865', '+74162229674', '+74212902468', '+74232062814', '+74712442543', '+74722429189', '+74732628764', '+74742547984', '+74752503984', '+74812515869', '+74822223913', '+74832446492', '+74842908136', '+74852606591', '+74862221359', '+74872516310', '+74912575871', '+74932245781', '+74993400239', '+78003025006', '+78126285617', '+78152632460', '+78312354529', '+78332204729', '+78342229875', '+78352329208', '+78412509513', '+78422315765', '+78432073278', '+78442685960', '+78462152453', '+78512992982', '+78612048698', '+78622794148', '+78633093824', '+78652595365', '+78672289689']",03-10-2025 00:33:26
3,кабели от производителя Санкт-Петербург,2,https://tpk-parma.ru,,yandex,"['buh@tpk-parma.ru', 'zakaz@tpk-parma.ru']","['+78007758790', '+78352201090', '+79530159761']",03-10-2025 00:33:26
3,кабели от производителя Санкт-Петербург,2,https://cabelspb.com,"Санкт-Петербург, ул. Ворошилова, д. 2, ДЦ «Охта» Пн–Пт с 9:30 до 18:00kabelspb79@mail.ru. vk.com/cabelspb skype: позвонить ICQ: 642411623. WhatsApp Viber.",yandex,['kabelspb79@mail.ru'],"['+78123393284', '+79500444993']",03-10-2025 00:33:26
3,кабели от производителя Санкт-Петербург,2,https://cable.ru,,yandex,"['press@cable.ru', 'zakaz+203187@cable.ru', 'zakaz@cable.ru']","['+74991134305', '+78003331148', '+79710008385']",03-10-2025 00:33:26
3,кабели от производителя Санкт-Петербург,2,https://opten.spb.ru,"Санкт-Петербургский Завод ""ОПТЕН-КАБЕЛЬ"" - один из старейших отечественных разработчиков и серийных производителей волоконно-оптических кабелей выпускает кабели с 1991 года. Первым наладил серийный выпуск, первым получил сертификат Госстандарта РФ о соответствии системы качества производства ИСО 9002 и экспертное заключение РАО «ЕЭС России».",yandex,['info@opten.spb.ru'],['+78123185323'],03-10-2025 00:33:26
3,кабели от производителя Санкт-Петербург,2,https://spetskabel.ru,СКАБ. Кабели универсальные групповой прокладки для контрольно-измерительных приборов и аппаратуры. Лоутокс. Кабели огнестойкие с низкой токсичностью продуктов горения для современных систем пожарной сигнализации и СОУЭ. КСБ. Кабели огнестойкие для промышленного интерфейса RS-485.,yandex,"['info@spetskabel.ru', 'nn@spetskabel.ru', 'rnd@spetskabel.ru', 's.abdulatif@spetskabel.ru', 's.kudryashov@spetskabel.ru', 'spb@spetskabel.ru', 'ufa@spetskabel.ru']","['+73422037626', '+73422266888', '+73422936784', '+73433003773', '+73472100174', '+74950559523', '+74951342134', '+74954623782', '+74955395300', '+74955434306', '+74955892387', '+74956376317', '+74957084213', '+74991100207', '+74992720437', '+77778087710', '+78003332828', '+78007751771', '+78122446621', '+78124481616', '+78126002060', '+78126486180', '+78126775020', '+78314103137', '+78314378494', '+78633033848', '+79101436519', '+79670531455', '+79670531462', '+79773331103']",03-10-2025 00:33:26
3,кабели от производителя Санкт-Петербург,2,https://baltkabel.ru,"Завод «БАЛТКАБЕЛЬ» - один из ведущих производителей кабельно-проводниковой продукции в Северо-Западном регионе России, входит в состав ГК «AKRON HOLDING» – крупнейшего в России независимого, промышленно-металлургического Холдинга. Завод «БАЛТКАБЕЛЬ» основан в 1999г. и за долгие годы работы зарекомендовал себя как производитель продукции высокого качества.",yandex,['zakaz@baltkabel.ru'],['+78006007757'],03-10-2025 00:33:26
3,кабели от производителя Санкт-Петербург,2,https://avangard-cable.ru,"Кабельный завод «Авангард» Производство силового и слаботочного кабеля. Завод «Авангард» – это современное промышленное предприятие по производству кабельно-проводниковой продукции, в соответствии с современными стандартами качества .",yandex,['info@avangard-cable.ru'],['+78122440749'],03-10-2025 00:33:26
3,кабели от производителя Санкт-Петербург,2,https://hgwest.ru,Купить кабель и провода по низким ценам в Санкт-Петербурге с доставкой по всей России.,yandex,['info@hgwest.net'],"['+73467370767', '+74158990301', '+78007776057', '+78123095477']",03-10-2025 00:33:26
3,кабели от производителя Санкт-Петербург,2,https://kvadro-impex.ru,"Кабели силовые и гибкие, кабели связи, контрольные кабели, самонесущие изолированные провода, провода связи, неизолированные провода, кабели компьютерные и коаксиальные.",yandex,"['100@4480000.ru', '104@4480000.ru', '106@4480000.ru', '112@4480000.ru', '117@4480000.ru', '118@4480000.ru', '127@4480000.ru', '140@4480000.ru', '141@4480000.ru', '142@4480000.ru', '146@4480000.ru', '151@4480000.ru', '161@4480000.ru', 'info@4480000.ru']","['+78124480000', '+78124500000']",03-10-2025 00:33:26
